X,Y,SITE_CODE,SITE_TITLE,SHORT_NAME,SITE_COMMO,SITE_TYPE_,SITE_SUB_T,SITE_STAGE,TARGET_COM,COMMODITY_,PROJ_CODE,PROJ_TITLE,WEB_LINK,EXTRACT_DA,Au_SITES
117.904550516746,-33.5343615075125,S0232652,Neighbours - Katanning,Neighbours,"Au, Ag",Occurrence,Other,Undeveloped,GOLD,PRECIOUS METAL,J00007,Katanning Gold,https://minedexdev.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0232652,2021/03/15,Au Occurrence
117.913169514977,-33.5573025116184,S0232653,Fraser - Katanning,Fraser,"Au, Ag",Deposit,Unspecified,Undeveloped,GOLD,PRECIOUS METAL,J00007,Katanning Gold,https://minedexdev.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0232653,2021/03/15,Au Deposit
117.937535513592,-33.6077675073156,S0232654,Lukin South - Katanning,Lukin South,"Au, Ag",Occurrence,Other,Undeveloped,GOLD,PRECIOUS METAL,J00007,Katanning Gold,https://minedexdev.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0232654,2021/03/15,Au Occurrence
117.939269511271,-33.6161535098537,S0232655,Shoestring - Katanning,Shoestring,"Au, Ag",Occurrence,Other,Undeveloped,GOLD,PRECIOUS METAL,J00007,Katanning Gold,https://minedexdev.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0232655,2021/03/15,Au Occurrence
117.873653515003,-33.4809415088999,S0229939,Datatine,Datatine,"Au, Ag",Prospect,Drillhole,Undeveloped,GOLD,PRECIOUS METAL,J00007,Katanning Gold,https://minedexdev.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0229939,2021/03/15,Au Prospect
117.915184520003,-33.5551855092574,S0229940,Wurgabup,Wurgabup,"Au, Ag",Prospect,Drillhole,Undeveloped,GOLD,PRECIOUS METAL,J00007,Katanning Gold,https://minedexdev.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0229940,2021/03/15,Au Prospect
117.898444516877,-33.5265105120312,S0225450,Olympia,Olympia,"Au, Ag",Prospect,Drillhole,Undeveloped,GOLD,PRECIOUS METAL,J00007,Katanning Gold,https://minedexdev.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0225450,2021/03/15,Au Prospect
117.986407512143,-33.7227155079821,S0018927,Bullock Pool,Bullock Pool,"Au, Ag",Prospect,Unspecified,Undeveloped,GOLD,PRECIOUS METAL,J02472,Bullock Pool,https://minedexdev.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0018927,2021/03/15,Au Prospect
118.295187467759,-33.721214493939,S0223949,Nanicup Bridge,Nanicup Bridge,"Au, Ag",Prospect,Drillhole,Undeveloped,GOLD,PRECIOUS METAL,J03731,Katanning Regional,https://minedexdev.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0223949,2021/03/15,Au Prospect
117.982284520343,-33.7787985115955,S0237693,Bullock Pool / Ausgold,Bullock Pool,"Au, Ag",Prospect,Drillhole,Undeveloped,GOLD,PRECIOUS METAL,J03731,Katanning Regional,https://minedexdev.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0237693,2021/03/15,Au Prospect
118.077531475494,-33.3627184977926,S0236587,Brays,Brays,"Au, Ag",Prospect,Drillhole,Undeveloped,GOLD,PRECIOUS METAL,J05342,Stanley / Cygnus Gold,https://minedexdev.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0236587,2021/03/15,Au Prospect
117.984694488596,-33.3270605062564,S0236588,Stanley Hill,Stanley Hill,"Au, Ag",Prospect,Drillhole,Undeveloped,GOLD,PRECIOUS METAL,J05342,Stanley / Cygnus Gold,https://minedexdev.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0236588,2021/03/15,Au Prospect
118.111442473102,-33.3830005010907,S0237250,McDougall South,McDougall South,"Au, Ag",Prospect,Drillhole,Undeveloped,GOLD,PRECIOUS METAL,J05342,Stanley / Cygnus Gold,https://minedexdev.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0237250,2021/03/15,Au Prospect
118.086786480587,-33.3687795021376,S0237589,Brays SE,Brays SE,"Au, Ag",Prospect,Drillhole,Undeveloped,GOLD,PRECIOUS METAL,J05342,Stanley / Cygnus Gold,https://minedexdev.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0237589,2021/03/15,Au Prospect
118.068327481151,-33.3536074987176,S0237590,Brays NW,Brays NW,"Au, Ag",Prospect,Drillhole,Undeveloped,GOLD,PRECIOUS METAL,J05342,Stanley / Cygnus Gold,https://minedexdev.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0237590,2021/03/15,Au Prospect
118.062775482161,-33.3698894984484,S0237591,Bottlerack,Bottlerack,"Au, Ag",Prospect,Drillhole,Undeveloped,GOLD,PRECIOUS METAL,J05342,Stanley / Cygnus Gold,https://minedexdev.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0237591,2021/03/15,Au Prospect
118.115569472515,-33.3753064958498,S0237592,McDougall North,McDougall North,"Au, Ag",Prospect,Drillhole,Undeveloped,GOLD,PRECIOUS METAL,J05342,Stanley / Cygnus Gold,https://minedexdev.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0237592,2021/03/15,Au Prospect
117.942624487452,-33.2704825092811,S0237593,Snake Hill / Cygnus Gold,Snake Hill,"Au, Ag",Prospect,Drillhole,Undeveloped,GOLD,PRECIOUS METAL,J05342,Stanley / Cygnus Gold,https://minedexdev.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0237593,2021/03/15,Au Prospect
117.957388487323,-33.2862085085421,S0237594,Gravel Pit,Gravel Pit,"Au, Ag",Prospect,Drillhole,Undeveloped,GOLD,PRECIOUS METAL,J05342,Stanley / Cygnus Gold,https://minedexdev.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0237594,2021/03/15,Au Prospect
118.053112477868,-33.3600865029827,S0237631,Kepler,Kepler,"Au, Ag",Prospect,Drillhole,Undeveloped,GOLD,PRECIOUS METAL,J05342,Stanley / Cygnus Gold,https://minedexdev.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0237631,2021/03/15,Au Prospect
118.057679476164,-33.3618155047929,S0223266,Bottleneck,Bottleneck,"Au, Ag",Prospect,Drillhole,Undeveloped,GOLD,PRECIOUS METAL,J05342,Stanley / Cygnus Gold,https://minedexdev.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0223266,2021/03/15,Au Prospect
