X,Y,SITE_CODE,SITE_TITLE,SHORT_NAME,SITE_COMMO,SITE_TYPE_,SITE_SUB_T,SITE_STAGE,TARGET_COM,COMMODITY_,PROJ_CODE,PROJ_TITLE,WEB_LINK,EXTRACT_DA,Ag_SITES,Au_SITES,Bi_SITES,Co_SITES,Cu_SITES,Dmd_SITES,Fe_SITES,Gr_SITES,Li_SITES,Mn_SITES,Nb_SITES,Ni_SITES,Pb_SITES,PGE_SITES,Ptsh_SITES,REE_SITES,Sn_SITES,Ta_SITES,V_SITES,W_SITES,Zn_SITES
116.191549462753,-24.8982886879499,S0031680,Isle Bore 4,Isle Bore 4,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,J05731,Ashburton Tungsten,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031680,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
116.0340489721,-24.8898526782142,S0222988,Mick Well Tungsten,Mick Well,W,Occurrence,Outcrop,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0222988,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
116.196499560473,-24.8836888523651,S0031684,Isle Bore 8,Isle Bore 8,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,J05731,Ashburton Tungsten,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031684,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
116.235009684277,-24.8833490257087,S0031678,Isle Bore 3,Isle Bore 3,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,J05731,Ashburton Tungsten,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031678,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
116.229599695247,-24.8780890626761,S0031677,Isle Bore 2,Isle Bore 2,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,J05731,Ashburton Tungsten,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031677,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
116.157050019926,-24.8617081805589,S0031676,Ted Well 3,Ted Well 3,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,J05731,Ashburton Tungsten,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031676,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
116.098550002521,-24.8616374562408,S0031669,North Well 2,North Well 2,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,J05731,Ashburton Tungsten,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031669,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
116.104699977788,-24.8595075605513,S0031668,North Well 1,North Well 1,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,J05731,Ashburton Tungsten,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031668,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
116.150550091264,-24.8565280966162,S0031675,Ted Well 2,Ted Well 2,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,J05731,Ashburton Tungsten,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031675,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
116.094160056028,-24.8537574551375,S0031670,North Well 3,North Well 3,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,J05731,Ashburton Tungsten,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031670,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
115.968890473889,-24.838046385889,S0031890,Frog Well,Frog Well,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031890,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
116.084500169996,-24.8348273310692,S0031664,Mulka Well 2,Mulka Well 2,W,Prospect,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,J05731,Ashburton Tungsten,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031664,2021/04/29,,,,,,,,,,,,,,,,,,,,W Prospect,
116.076090211514,-24.833777192163,S0031663,Mulka Well 1,Mulka Well 1,W,Prospect,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,J05731,Ashburton Tungsten,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031663,2021/04/29,,,,,,,,,,,,,,,,,,,,W Prospect,
116.087970157624,-24.8336673556958,S0031665,Mulka Well 3,Mulka Well 3,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,J05731,Ashburton Tungsten,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031665,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
116.055840401695,-24.8288666295715,S0031666,Mulka Well 4,Mulka Well 4,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,J05731,Ashburton Tungsten,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031666,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
116.042620392175,-24.8108965517183,S0031667,Mulka Well 5,Mulka Well 5,"W, Mo",Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,J05731,Ashburton Tungsten,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031667,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
115.754020483869,-24.7923363184845,S0031889,Paddy Well 2,Paddy Well 2,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031889,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
116.019680460653,-24.78456641983,S0031661,Chalba Creek 3,Chalba Creek 3,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,J05731,Ashburton Tungsten,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031661,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
116.017500462463,-24.7838264162569,S0031660,Chalba Creek 2,Chalba Creek 2,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,J05731,Ashburton Tungsten,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031660,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
116.11049022762,-24.7835075847871,S0031674,Horseshoe 3,Horseshoe 3,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031674,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
115.976760489574,-24.7826463978268,S0031657,Chalba 3,Chalba 3,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,J05731,Ashburton Tungsten,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031657,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
115.974390491202,-24.7822763975318,S0031892,Chalba 2,Chalba 2,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,J05731,Ashburton Tungsten,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031892,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
116.010900465684,-24.7818864103415,S0031659,Chalba Creek 1,Chalba Creek 1,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,J05731,Ashburton Tungsten,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031659,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
115.981230486749,-24.7806064002087,S0031658,Chalba 4,Chalba 4,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,J05731,Ashburton Tungsten,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031658,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
115.96092050126,-24.7726963911311,S0031891,Chalba 1,Chalba 1,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,J05731,Ashburton Tungsten,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031891,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
116.080130345468,-24.7699570987322,S0031673,Horseshoe 2,Horseshoe 2,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031673,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
116.07422038589,-24.7654070042721,S0031672,Horseshoe 1,Horseshoe 1,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031672,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
115.883560503411,-24.7632863381116,S0031495,Pyramid Hill -  Far Eastern,Pyramid Hill -  Far Eastern,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031495,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
115.846480499172,-24.7631863217763,S0031494,Pyramid Hill - Eastern Pod 8,Pyramid Hill - Eastern Pod 8,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031494,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
115.842300497636,-24.7553063208644,S0031489,Pyramid Hill - Eastern Pod 3,Pyramid Hill - Eastern Pod 3,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031489,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
115.791480487013,-24.7540863122795,S0031482,Pyramid Hill - Far Western Pod 6,Pyramid Hill - Far West Pod 6,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031482,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
115.834890496242,-24.7534363185838,S0031485,Pyramid Hill - South Central 2,Pyramid Hill - South Central 2,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031485,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
115.837470496546,-24.752556319455,S0031486,Pyramid Hill - South Central 3,Pyramid Hill - South Central 3,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031486,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
115.865660500492,-24.7525063299568,S0031492,Pyramid Hill - Eastern Pod 6,Pyramid Hill - Eastern Pod 6,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031492,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
115.781820483903,-24.750846312737,S0031480,Pyramid Hill - Far Western Pod 4,Pyramid Hill - Far West Pod 4,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031480,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
115.837600496359,-24.7508463195907,S0031703,Pyramid Hill - Central Pod 2,Pyramid Hill - Central Pod 2,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031703,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
115.777380482571,-24.7500863129743,S0031481,Pyramid Hill - Far Western Pod 5,Pyramid Hill - Far West Pod 5,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031481,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
115.85748049923,-24.7500063267038,S0031491,Pyramid Hill - Eastern Pod 5,Pyramid Hill - Eastern Pod 5,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031491,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
115.827020494351,-24.7499463169049,S0031484,Pyramid Hill - South Central 1,Pyramid Hill - South Central 1,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031484,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
115.848280498084,-24.7499263230506,S0031488,Pyramid Hill - Eastern Pod 2,Pyramid Hill - Eastern Pod 2,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031488,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
115.834540495844,-24.7499163186487,S0031702,Pyramid Hill - Central Pod 1,Pyramid Hill - Central Pod 1,W,Prospect,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031702,2021/04/29,,,,,,,,,,,,,,,,,,,,W Prospect,
115.849280499304,-24.7493063229356,S0031487,Pyramid Hill - Eastern Pod 1,Pyramid Hill - Eastern Pod 1,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031487,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
115.831480496517,-24.748986317412,S0031704,Pyramid Hill - Central Pod 3,Pyramid Hill - Central Pod 3,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031704,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
115.871030503313,-24.748746331867,S0031493,Pyramid Hill - Eastern Pod 7,Pyramid Hill - Eastern Pod 7,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031493,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
115.781650484179,-24.748226312537,S0031710,Pyramid Hill - Far Western Pod 1,Pyramid Hill - Far West Pod 1,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031710,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
115.781560484367,-24.7474163124293,S0031711,Pyramid Hill - Far Western Pod 2,Pyramid Hill - Far West Pod 2,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031711,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
115.816870495823,-24.7466163133585,S0031483,Pyramid Hill - Western Pod 6,Pyramid Hill - Western Pod 6,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031483,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
115.8520705045,-24.7466163221,S0031490,Pyramid Hill - Eastern Pod 4,Pyramid Hill - Eastern Pod 4,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031490,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
115.783940485492,-24.7463563121003,S0031712,Pyramid Hill - Far Western Pod 3,Pyramid Hill - Far West Pod 3,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031712,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
115.811830494811,-24.7461263125887,S0031705,Pyramid Hill - Western Pod 1,Pyramid Hill - Western Pod 1,W,Prospect,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031705,2021/04/29,,,,,,,,,,,,,,,,,,,,W Prospect,
115.807690494514,-24.7450063117292,S0031706,Pyramid Hill - Western Pod 2,Pyramid Hill - Western Pod 2,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031706,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
115.80472049377,-24.7447063113567,S0031707,Pyramid Hill - Western Pod 3,Pyramid Hill - Western Pod 3,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031707,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
115.798810492955,-24.7426763107519,S0031708,Pyramid Hill - Western Pod 4,Pyramid Hill - Western Pod 4,W,Prospect,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031708,2021/04/29,,,,,,,,,,,,,,,,,,,,W Prospect,
115.794680492662,-24.7402063101867,S0031709,Pyramid Hill - Western Pod 5,Pyramid Hill - Western Pod 5,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031709,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
116.620460653974,-24.678106923967,S0031698,Middle Springs 1,Middle Springs 1,W,Occurrence,Outcrop,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,J04896,Gascoyne / Lithium Australia,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031698,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
116.545440987859,-24.6777173380379,S0031692,Murrumburra 1,Murrumburra 1,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031692,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
116.552460963824,-24.676827284446,S0031694,Murrumburra 3,Murrumburra 3,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031694,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
116.540601012468,-24.6767973726296,S0031693,Murrumburra 2,Murrumburra 2,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031693,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
116.587280853291,-24.6678070401897,S0031699,Middle Springs 2,Middle Springs 2,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031699,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
116.585020873417,-24.6657270454934,S0031700,Middle Springs 3,Middle Springs 3,W,Occurrence,Unspecified,Undeveloped,TUNGSTEN - MOLYBDENUM,STEEL ALLOY METAL,,,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0031700,2021/04/29,,,,,,,,,,,,,,,,,,,,W Occurrence,
